merchant_id,transaction_count,total_transaction_value,failed_transactions,successful_transactions,failure_rate,merchant_type,merchant_category,merchant_size,avg_transaction_value,monthly_transaction_volume,baseline_success_rate,primary_payment_method,geography,subscription_enabled,failure_rate_zscore,transaction_volume_zscore,transaction_value_zscore,anomaly_score,risk_score,risk_category
M00082,109,691192.38,4,105,0.036697247706422,Normal,Education,Large,6468.63,20276,0.93,Debit Card,South,False,-0.9514772081719516,0.970039327369762,0.4053737264026133,0.8459689356576459,29.4,Low
M00054,95,91359.11,8,87,0.0842105263157894,Normal,Media,Small,980.09,784,0.94,Credit Card,South,False,0.9423557629617988,-0.5389107374276456,-0.7675268493263154,0.8267009751278714,28.59,Low
M00030,108,272316.5,4,104,0.037037037037037,Normal,E-commerce,Small,2581.83,808,0.955,UPI,West,False,-0.9379335366680598,0.8622571798842329,-0.4136868115548122,0.8179489202886447,28.22,Low
M00013,105,250280.46,9,96,0.0857142857142857,Normal,E-commerce,Small,2427.95,2890,0.925,Debit Card,East,False,1.0022941467752675,0.5389107374276456,-0.4567755918800277,0.8005137539266952,27.49,Low
M00031,89,153015.68,7,82,0.0786516853932584,Normal,Media,Small,1713.65,560,0.92,Net Banking,North,False,0.7207857823479743,-1.1856036223408202,-0.6469649697719002,0.7989851878313287,27.43,Low
M00100,89,65478.32,4,85,0.0449438202247191,Normal,E-commerce,Small,704.82,723,0.955,UPI,Central,False,-0.6227768660550119,-1.1856036223408202,-0.81813356790883,0.7744135576829372,26.4,Low
M00011,112,827433.1799999999,5,107,0.0446428571428571,Normal,Education,Small,7391.95,2823,0.96,UPI,East,False,-0.6347729611300402,1.2933857698263491,0.671775943068204,0.7738961192569348,26.37,Low
M00059,91,72845.93,4,87,0.0439560439560439,Normal,Retail,Medium,814.88,13882,0.955,UPI,South,False,-0.6621486652756147,-0.970039327369762,-0.8037271079091267,0.7520424862211466,25.46,Low
M00053,94,401141.29,8,86,0.0851063829787234,Normal,Education,Small,4222.12,1750,0.92,Net Banking,South,False,0.9780637362974836,-0.6466928849131747,-0.1617856951676562,0.7485339577946564,25.31,Low
M00091,98,1692318.27,5,93,0.0510204081632653,Normal,Professional Services,Small,17122.43,854,0.925,Net Banking,East,False,-0.3805699940639974,-0.2155642949710582,2.362952926299505,0.7440454406925111,25.12,Low
M00085,96,37417.05,4,92,0.0416666666666666,Normal,Gaming,Medium,413.49,3420,0.945,Wallet,South,False,-0.7534010124275272,-0.4311285899421164,-0.8730039483708623,0.712867115119112,23.81,Low
M00022,97,39022.2,4,93,0.0412371134020618,Normal,Food Delivery,Small,414.67,2661,0.945,Wallet,West,False,-0.770522586841597,-0.3233464424565873,-0.8698652739203249,0.7009558953803406,23.31,Low
M00039,103,202971.68,4,99,0.0388349514563106,Normal,Gaming,Small,1971.95,2372,0.955,UPI,West,False,-0.8662704204581455,0.3233464424565873,-0.5492821234017508,0.6942879654465549,23.03,Low
M00018,92,747861.91,4,88,0.0434782608695652,Normal,Professional Services,Small,8073.56,2579,0.925,Net Banking,North,False,-0.6811926333768815,-0.8622571798842329,0.516184059352781,0.6844038278735317,22.62,Low
M00034,95,142114.4,4,91,0.0421052631578947,Normal,Gaming,Medium,1511.35,6111,0.925,Debit Card,Central,True,-0.7359189838152649,-0.5389107374276456,-0.6682810891465096,0.68298975560399,22.56,Low
M00021,103,266470.06,4,99,0.0388349514563106,Normal,E-commerce,Small,2686.96,783,0.955,UPI,North,False,-0.8662704204581455,0.3233464424565873,-0.4251188097198433,0.6694553027101734,21.99,Low
M00035,118,221809.96,8,110,0.0677966101694915,Normal,Retail,Small,1911.22,705,0.955,UPI,Central,False,0.2881130650656564,1.940078654739524,-0.5124461715417569,0.6633728042956502,21.74,Low
M00002,110,105707.67,8,102,0.0727272727272727,Normal,Retail,Small,921.63,1452,0.955,UPI,West,False,0.4846444683862371,1.0778214748552912,-0.7394699956528253,0.6542449751333657,21.35,Low
M00087,86,157659.94,6,80,0.0697674418604651,Normal,Media,Small,1881.15,995,0.95,Wallet,East,False,0.3666684951719937,-1.5089500647974077,-0.6378836875218595,0.6493678475670497,21.15,Low
M00097,98,721456.4,8,90,0.0816326530612244,Normal,Professional Services,Small,7273.86,994,0.945,Credit Card,West,False,0.839604247852998,-0.2155642949710582,0.4645513150046457,0.6397856707069397,20.75,Low
M00073,111,448652.23,5,106,0.045045045045045,Normal,SaaS,Small,3966.93,1117,0.925,Net Banking,East,True,-0.6187421433871368,1.1856036223408202,-0.0688838644982394,0.622142783400094,20.01,Low
M00012,89,944966.32,6,83,0.0674157303370786,Normal,SaaS,Medium,10714.22,5340,0.925,Net Banking,West,True,0.272931566213644,-1.1856036223408202,0.9015976193037166,0.5811991880570938,18.29,Low
M00063,93,483947.68,4,89,0.043010752688172,Normal,Healthcare,Small,4979.44,1375,0.94,Credit Card,East,False,-0.6998270537770488,-0.7544750323987038,0.0001320699223565,0.5708176527304414,17.85,Low
M00072,105,92503.23,5,100,0.0476190476190476,Normal,Media,Small,869.89,2301,0.94,Credit Card,Central,True,-0.5161449098325532,0.5389107374276456,-0.7652896626382496,0.570527025912711,17.84,Low
M00077,112,849071.08,6,106,0.0535714285714285,Normal,Professional Services,Medium,7639.9,10956,0.945,Credit Card,South,True,-0.2788888072375835,1.2933857698263491,0.7140862093319693,0.5688276801742138,17.77,Low
M00074,105,109007.11,5,100,0.0476190476190476,Normal,Gaming,Medium,1059.56,10633,0.935,Credit Card,North,False,-0.5161449098325532,0.5389107374276456,-0.7330183443871611,0.5640727622624933,17.57,Low
M00092,116,520793.35,8,108,0.0689655172413793,Normal,Healthcare,Medium,4410.9,3470,0.93,Debit Card,Central,False,0.3347045615425187,1.7245143597684658,0.0721792698986401,0.5601614628589324,17.4,Low
M00010,89,178847.57,6,83,0.0674157303370786,Normal,Retail,Medium,1959.27,3916,0.955,UPI,Central,False,0.272931566213644,-1.1856036223408202,-0.5964538691569471,0.5201704380277399,15.73,Low
M00049,104,151298.01,5,99,0.048076923076923,Normal,Retail,Medium,1445.34,7088,0.945,Wallet,North,False,-0.497894440402173,0.4311285899421164,-0.650323663316712,0.5150271148930695,15.51,Low
M00017,96,1018404.53,5,91,0.0520833333333333,Normal,Professional Services,Small,10713.3,1578,0.945,Credit Card,East,False,-0.3382028328863249,-0.4311285899421164,1.045197054509273,0.4981868286220728,14.8,Low
M00079,94,21070.98,5,89,0.0531914893617021,Normal,Food Delivery,Large,235.23,99246,0.935,Credit Card,Central,False,-0.2940328137861969,-0.6466928849131747,-0.9049666884734668,0.4867516029490465,14.32,Low
M00089,109,837360.25,6,103,0.055045871559633,Normal,Education,Small,7725.51,2383,0.96,UPI,West,False,-0.2201189469617628,0.970039327369762,0.6911871139729147,0.464316656445593,13.38,Low
M00048,98,74267.58,7,91,0.0714285714285714,Normal,Food Delivery,Medium,758.72,3685,0.935,Credit Card,Central,False,0.4328795005473341,-0.2155642949710582,-0.8009472452591523,0.4630300083744425,13.33,Low
M00070,93,105325.09,5,88,0.053763440860215,Normal,Food Delivery,Large,1135.06,81162,0.925,Debit Card,West,False,-0.2712353845732289,-0.7544750323987038,-0.7402180840378899,0.461679854031256,13.27,Low
M00004,103,224863.81,5,98,0.0485436893203883,Normal,Education,Medium,2088.36,8514,0.96,UPI,West,True,-0.4792895929245978,0.3233464424565873,-0.5064747414755489,0.4535379925411859,12.93,Low
M00060,101,57447.66,5,96,0.0495049504950495,Normal,Food Delivery,Medium,590.42,8067,0.925,Debit Card,North,False,-0.4409746595054329,0.1077821474855291,-0.8338365410658263,0.4529085334135309,12.9,Low
M00020,108,921179.29,7,101,0.0648148148148148,Normal,Healthcare,Small,8484.99,1759,0.92,Net Banking,East,False,0.1692616087751435,0.8622571798842329,0.8550849922500668,0.4450253996919461,12.57,Low
M00015,92,195142.37,5,87,0.0543478260869565,Normal,E-commerce,Medium,2217.29,10668,0.955,UPI,Central,False,-0.2479423590730199,-0.8622571798842329,-0.5645913812669576,0.4341351276740501,12.11,Low
M00065,112,165025.42,7,105,0.0625,Normal,E-commerce,Large,1510.88,41100,0.925,Debit Card,South,False,0.0769953466548773,1.2933857698263491,-0.6234813924765716,0.4295706404535106,11.92,Low
M00023,90,648267.28,6,84,0.0666666666666666,Normal,Healthcare,Small,7208.81,1776,0.92,Net Banking,Central,False,0.2430746184713549,-1.0778214748552912,0.3214389448203549,0.4256968550179422,11.76,Low
M00036,99,81783.84,5,94,0.0505050505050505,Normal,Food Delivery,Medium,860.18,6044,0.955,UPI,South,True,-0.401111647968324,-0.1077821474855291,-0.7862501183703281,0.4194734419521658,11.5,Low
M00026,92,155654.31,6,86,0.0652173913043478,Normal,Retail,Medium,1753.15,10953,0.935,Credit Card,North,False,0.1853079152308416,-0.8622571798842329,-0.6418054516175711,0.4119972754388658,11.19,Low
M00032,102,264409.9,5,97,0.0490196078431372,Normal,Retail,Medium,2666.11,9570,0.935,Credit Card,South,False,-0.4603199445160908,0.2155642949710582,-0.4291472005593406,0.4051342658157342,10.9,Low
M00057,100,918908.98,7,93,0.07,Normal,Healthcare,Medium,9858.12,4894,0.94,Credit Card,East,False,0.3759380359245423,0.0,0.8506456787953743,0.3956919573138002,10.5,Low
M00019,85,413533.53,5,80,0.0588235294117647,Normal,E-commerce,Medium,4650.95,3009,0.945,Wallet,Central,False,-0.0695451873008409,-1.6167322122829368,-0.1375541859174756,0.3925843920205871,10.37,Low
M00045,92,235756.69,6,86,0.0652173913043478,Normal,Media,Small,2569.09,878,0.95,Wallet,East,False,0.1853079152308416,-0.8622571798842329,-0.4851750472732815,0.3806711945700079,9.87,Low
M00096,100,171614.49,5,95,0.05,Normal,Gaming,Small,1705.07,1908,0.955,UPI,Central,False,-0.4212424687945637,0.0,-0.6105972722000851,0.3748649357167552,9.63,Low
M00095,94,55613.12,6,88,0.0638297872340425,Normal,E-commerce,Small,577.59,1705,0.935,Credit Card,West,False,0.1299993695750288,-0.6466928849131747,-0.8374237595977322,0.3748229506471986,9.63,Low
M00038,108,339303.4,6,102,0.0555555555555555,Normal,Education,Small,3214.59,1568,0.93,Debit Card,Central,True,-0.1998034397059256,0.8622571798842329,-0.282702123799336,0.3488739245602691,8.54,Low
M00071,106,274106.04,7,99,0.0660377358490566,Normal,Retail,Small,2636.03,1561,0.925,Debit Card,South,False,0.2180060491405682,0.6466928849131747,-0.4101875850175947,0.3421797234704948,8.26,Low
M00029,104,412672.31,7,97,0.0673076923076923,Normal,Retail,Small,4102.67,947,0.925,Debit Card,West,False,0.268625275673893,0.4311285899421164,-0.1392381962656,0.2752485226458791,5.45,Low
M00014,105,443463.32,7,98,0.0666666666666666,Normal,E-commerce,Large,3901.02,29371,0.935,Credit Card,Central,False,0.2430746184713549,0.5389107374276456,-0.0790301431906593,0.2694329472064739,5.2,Low
M00056,104,528713.66,7,97,0.0673076923076923,Normal,E-commerce,Large,4925.98,20014,0.935,Credit Card,South,False,0.268625275673893,0.4311285899421164,0.0876664671308837,0.2649341768189359,5.01,Low
M00003,102,413727.21,7,95,0.0686274509803921,Incident,Education,Small,4144.46,1639,0.94,Credit Card,Central,False,0.3212295699144048,0.2155642949710582,-0.1371754683723364,0.2632856946173218,4.94,Low
M00043,100,540997.81,7,93,0.07,Normal,Professional Services,Small,5282.95,972,0.955,Wallet,North,False,0.3759380359245423,0.0,0.1116866196098227,0.2479001454766899,4.3,Low
M00080,102,82015.55,6,96,0.0588235294117647,Normal,Media,Small,792.65,1838,0.94,Credit Card,East,True,-0.0695451873008409,0.2155642949710582,-0.785797037812789,0.241999378937274,4.05,Low
M00024,98,81658.69,6,92,0.0612244897959183,Normal,Gaming,Small,818.93,762,0.935,Credit Card,Central,False,0.0261547532416662,-0.2155642949710582,-0.7864948338844451,0.2161046777161004,2.96,Low
M00099,95,395194.6,6,89,0.0631578947368421,Normal,Retail,Small,4246.83,1713,0.945,Wallet,East,False,0.1032183895732685,-0.5389107374276456,-0.1734137199430767,0.2043959252181056,2.47,Low
M00006,96,326288.77,6,90,0.0625,Normal,Retail,Small,3328.88,1981,0.955,UPI,Central,False,0.0769953466548773,-0.4311285899421164,-0.3081506405511644,0.1940530540915826,2.04,Low
M00028,102,245692.65,6,96,0.0588235294117647,Incident,E-commerce,Small,2349.96,721,0.955,UPI,West,False,-0.0695451873008409,0.2155642949710582,-0.4657464930611758,0.1779892699869514,1.36,Low
M00027,99,169305.85,6,93,0.0606060606060606,Normal,E-commerce,Large,1593.49,76993,0.935,Credit Card,Central,False,0.0015047685564769,-0.1077821474855291,-0.6151115352804754,0.145481597687087,0.0,Low
